Ticker,Sector,Industry,RS (%),1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,RS Rank (P),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
BBVA,Financial Services,Banks—Diversified,-10.64,-6.63,-6.75,-3.15,21.95,10.27,48.58,10.18,10.4,10.62,0.91,38.32,1.64,19.46,5.141,6.21
TEN,Energy,Oil & Gas Midstream,-10.64,-7.06,-12.63,3.56,10.21,11.34,48.58,25.37,24.83,26.57,1.42,90.16,5.66,7.79,27.878,4.48
BLEU,Financial Services,Shell Companies,-10.65,-9.78,-6.72,-13.02,-9.76,-5.15,48.55,10.95,10.88,10.79,2.55,-533.71,0.08,3.7,,136.88
ZIMV,Healthcare,Medical Devices,-10.67,-9.42,-1.57,13.73,19.45,53.71,48.52,16.0,16.78,17.04,0.55,18.1,-2.04,96.68,16.845,
GBBK,Financial Services,Shell Companies,-10.67,-9.56,-6.12,-11.32,-10.49,-6.96,48.52,11.03,11.04,10.99,1.11,-218.53,0.03,3.7,,367.67
IVCPU,Financial Services,Shell Companies,-10.68,-10.16,-6.26,-10.92,-10.79,-6.9,48.5,11.04,11.06,10.89,0.0,,-0.48,3.7,,
SERA,Healthcare,Medical Devices,-10.7,-5.97,5.89,-13.98,97.29,65.32,48.47,7.0,7.33,8.1,0.68,29.86,-0.98,-7.76,0.003,
BROS,Consumer Cyclical,Restaurants,-10.7,-9.25,-5.26,20.78,0.04,-4.62,48.47,32.35,32.29,34.54,0.75,124.95,0.25,19.88,13.975,129.4
MSSAU,Financial Services,Shell Companies,-10.71,-10.17,-6.24,-11.83,-11.66,-6.7,48.44,11.39,11.42,11.31,0.0,,-0.015,3.7,,
FSK,Financial Services,Asset Management,-10.72,-10.18,-7.19,-12.5,-14.79,-2.59,48.42,20.17,19.86,19.75,0.95,-51.17,2.25,-51.3,6.374,8.96
HAIAU,Financial Services,Shell Companies,-10.73,-10.22,-6.48,-11.75,-12.13,-6.92,48.37,11.24,11.44,11.17,0.0,,,3.7,,
PLOW,Consumer Cyclical,Auto Parts,-10.73,-8.87,-7.34,-31.48,-26.58,-22.12,48.37,26.49,27.43,25.13,0.86,273.45,1.19,43.02,24.934,22.26
ONYX,Financial Services,Shell Companies,-10.73,-10.41,-6.84,-12.37,-9.52,-5.96,48.37,11.35,11.3,11.24,4.4,-15.71,-0.04,3.7,,
CSLM,Financial Services,Shell Companies,-10.73,-10.32,-5.45,-11.09,-9.63,-5.41,48.37,11.27,11.32,11.22,0.04,149.64,0.47,3.7,,23.98
SPR,Industrials,Aerospace & Defense,-10.74,-6.17,3.43,7.02,12.94,5.69,48.32,31.46,33.58,33.17,1.35,-5.57,-10.01,-4.33,57.43,
ALTS,Technology,Software - Application,-10.75,-9.12,19.3,30.52,142.21,-41.05,48.3,1.81,2.09,2.59,0.53,316.88,-4.28,303.7,0.334,
AI,Technology,Software - Application,-10.76,-20.54,-27.11,-8.98,-24.22,-9.31,48.27,27.24,24.14,25.67,1.27,44.95,-2.28,10.89,2.674,
SB,Industrials,Marine Shipping,-10.76,-1.45,-5.39,21.81,16.23,10.64,48.27,4.72,4.9,5.21,0.94,52.95,0.79,7.9,2.79,5.97
SY,Healthcare,Health Information Services,-10.77,0.39,-30.29,-25.69,-32.11,-43.04,48.24,1.08,0.9,1.03,1.0,151.13,0.05,12.22,14.781,21.6
TGAAU,Financial Services,Shell Companies,-10.78,-10.25,-6.29,-15.09,-10.57,-5.58,48.21,11.29,11.29,11.14,0.0,,-0.021,3.7,,
WAVS,Financial Services,Shell Companies,-10.78,-12.32,-12.19,-12.73,-13.07,-6.23,48.21,11.0,10.6,10.82,1.6,-507.05,-0.22,3.7,,
AMSF,Financial Services,Insurance - Specialty,-10.78,-10.54,-8.1,-24.79,-19.05,-17.77,48.21,49.0,48.54,47.06,1.25,4.07,2.97,1.8,16.157,16.5
GIFI,Industrials,Metal Fabrication,-10.79,-10.35,-4.8,12.11,55.87,11.7,48.16,5.59,5.58,6.27,1.25,362.12,-1.14,27.13,8.203,
MITAU,Financial Services,Shell Companies,-10.79,-10.26,-7.24,-12.99,-9.98,-6.76,48.16,11.06,11.05,10.94,0.0,,0.533,3.7,,18.78
BNIX,Financial Services,Shell Companies,-10.8,-10.54,-5.17,-12.34,-10.46,-6.4,48.13,11.12,11.13,11.05,0.07,-55.28,-0.04,3.7,,
SKGRU,Financial Services,Shell Companies,-10.81,-10.24,-6.48,-13.14,-4.63,-7.27,48.1,11.42,11.36,11.42,0.0,,-0.065,3.7,,
HMN,Financial Services,Insurance—Property & Casualty,-10.81,-7.55,-5.04,-15.54,-2.35,-5.51,48.1,34.89,34.79,34.63,0.87,-415.08,1.97,4.67,37.668,17.71
HAIA,Financial Services,Shell Companies,-10.82,-9.96,-6.2,-11.09,-10.2,-6.71,48.05,11.27,11.29,11.22,5.72,14.2,0.1,3.7,,112.7
OGN,Healthcare,Drug Manufacturers—General,-10.82,-8.83,6.87,-2.67,-14.64,-35.9,48.05,18.0,20.11,20.06,1.22,4.33,3.88,4.99,24.784,4.64
CAPL,Energy,Oil & Gas Refining & Marketing,-10.82,-13.54,-15.69,-21.0,-5.81,3.11,48.05,21.97,20.54,20.79,1.24,2187.5,0.56,7.56,105.208,39.23
HDB,Financial Services,Banks—Regional,-10.83,-9.59,-6.38,-11.7,-17.68,-7.78,48.0,60.54,61.76,59.93,0.79,29.3,3.15,5.74,210.564,19.22
MLNK,Technology,Software—Application,-10.83,-10.42,4.18,-4.87,-15.68,13.36,48.0,20.73,22.1,20.46,1.51,50.26,-0.59,5.78,3.922,
YETI,Consumer Cyclical,Leisure,-10.84,-12.77,-18.1,-24.92,-21.72,-1.29,47.96,42.04,40.34,39.28,0.85,42.21,2.15,9.14,20.397,19.55
OBK,Financial Services,Banks—Regional,-10.84,-12.64,-7.19,-15.24,-15.15,-3.01,47.96,32.31,32.06,31.66,0.69,36.38,2.62,10.76,11.177,12.33
BIDU,Communication Services,Internet Content & Information,-10.85,-5.09,-29.73,-33.48,-24.38,-18.1,47.92,103.8,91.47,95.56,1.7,42.04,7.76,5.22,384.371,13.38
NGG,Utilities,Utilities—Regulated Electric,-10.85,-9.85,-3.76,-19.78,-12.37,-3.14,47.92,66.24,67.05,64.66,0.88,,3.58,,4.478208,18.5
VOXX,Technology,Consumer Electronics,-10.85,-19.86,-25.47,-70.41,-26.23,-17.06,47.92,7.13,5.19,4.95,0.07,238.22,-1.12,-11.86,18.442,
QETAU,Financial Services,Shell Companies,-10.86,-10.58,-5.96,-10.52,-8.3,-3.6,47.86,10.49,10.46,10.4,0.11,,,6.53,,
XENE,Healthcare,Biotechnology,-10.86,-11.14,-11.72,-19.63,-6.78,11.11,47.86,41.21,39.88,40.38,1.41,23.46,-2.73,3.7,,
ALCYU,Financial Services,Shell Companies,-10.86,-10.3,-1.62,-11.92,-10.09,-4.46,47.86,10.88,11.07,10.83,0.0,,,3.7,,
CHE,Healthcare,Medical Care Facilities,-10.87,-11.37,-8.4,-17.78,-1.57,-3.36,47.82,589.88,581.36,575.08,1.74,26.94,19.7,5.88,154.693,29.94
DNOW,Industrials,Industrial Distribution,-10.88,-10.96,-11.32,-8.51,18.79,-12.31,47.8,12.77,12.7,13.66,0.63,-115.86,2.06,11.95,21.961,6.2
ISRLU,Financial Services,Shell Companies,-10.89,-10.34,-6.2,-13.17,-7.53,-6.31,47.77,11.11,11.11,11.05,0.0,,,3.7,,
TXO,Energy,Oil & Gas E&P,-10.89,-12.52,-12.47,-6.99,-20.85,-18.55,47.77,19.52,19.3,19.75,0.57,-146.21,-5.75,-21.33,9.285,
SAFT,Financial Services,Insurance—Property & Casualty,-10.91,-9.35,-2.22,-15.18,-8.7,-7.88,47.74,80.98,82.94,80.47,0.74,63.97,3.45,8.69,69.95,23.47
OGI,Healthcare,Drug Manufacturers—Specialty & Generic,-10.92,-7.67,-2.86,-15.05,13.13,-34.93,47.7,1.72,1.81,1.8,0.6,1189.43,-1.83,16.46,1.835,
MNDO,Technology,Software—Application,-10.92,-9.22,-11.81,-16.7,-11.25,-9.01,47.7,1.98,1.92,1.9,0.54,28.79,0.25,-0.17,1.084,7.9
INTEU,Financial Services,Shell Companies,-10.92,-10.42,-6.7,-13.53,-11.67,-6.29,47.7,11.01,11.07,10.88,0.0,,-0.119,3.7,,
PLMJ,Financial Services,Shell Companies,-10.94,-10.83,-7.46,-12.81,-11.79,-5.72,47.67,10.93,10.86,10.8,2.24,56.03,0.19,3.7,,57.53
FLD,Financial Services,Shell Companies,-10.95,-10.25,-6.4,-11.95,-11.39,-6.47,47.63,10.82,10.86,10.76,0.55,-95.62,-0.02,3.7,,
NETD,Financial Services,Shell Companies,-10.95,-9.89,-6.65,-11.4,-8.83,-3.44,47.63,10.64,10.64,10.57,0.27,20.45,,3.7,,
SGU,Energy,Oil & Gas Refining & Marketing,-10.95,-12.42,-9.33,-19.25,-27.36,-13.19,47.63,11.52,11.56,10.99,0.76,-179.55,1.24,-31.44,50.495,9.29
TTWO,Communication Services,Electronic Gaming & Multimedia,-10.96,-12.3,-5.13,-12.93,-9.25,7.5,47.56,155.09,153.33,151.98,0.8,36.41,-22.32,2.76,31.629,
CFFS,Financial Services,Shell Companies,-10.96,-10.19,-6.9,-12.78,-10.85,-5.38,47.56,11.08,11.06,10.98,0.42,782.95,-0.18,3.7,,
PEBO,Financial Services,Banks—Regional,-10.96,-13.27,-5.83,-13.19,-12.0,6.11,47.56,30.35,30.45,29.97,1.22,25.72,3.54,0.75,12.477,8.57
LATGU,Financial Services,Shell Companies,-10.96,-11.28,-7.94,-9.73,-12.07,-4.22,47.56,11.74,11.63,11.6,4.16,,,3.7,,
FTII,Financial Services,Shell Companies,-10.97,-10.53,-7.52,-13.38,-10.25,-6.55,47.51,11.21,11.08,11.11,0.02,-321.59,0.32,3.7,,35.03
THCP,Financial Services,Shell Companies,-10.98,-10.45,-7.13,-11.74,-11.34,-8.15,47.47,10.55,10.51,10.51,1.48,-176.01,-0.03,3.7,,
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic,-10.98,-9.19,-2.76,-36.41,6.63,34.07,47.47,1.32,1.38,1.32,0.83,62.19,-0.21,3.75,0.88,
IVCP,Financial Services,Shell Companies,-10.98,-9.69,-6.29,-12.02,-11.06,-4.95,47.47,11.02,11.05,10.93,4.21,-3867.02,0.06,3.7,,183.67
BHACU,Financial Services,Shell Companies,-10.99,-12.15,-8.11,-14.44,-12.95,-9.91,47.43,10.63,10.71,10.56,0.34,,0.801,3.7,,13.27
ACAB,Financial Services,Shell Companies,-11.01,-9.65,-5.25,-0.8,-11.38,-7.25,47.41,11.1,11.18,11.14,0.19,83.65,-0.13,3.7,,
CHX,Energy,Oil & Gas Equipment & Services,-11.01,-9.23,-17.13,-14.72,9.94,-17.38,47.41,31.96,30.82,32.88,1.48,-16.15,1.63,0.03,19.208,19.61
LIVN,Healthcare,Medical Devices,-11.02,-8.16,-16.89,-14.78,-7.19,-10.84,47.37,52.53,49.22,53.41,0.63,507.95,-0.31,9.03,22.327,
VMCA,Financial Services,Shell Companies,-11.02,-10.32,-6.22,-11.68,-9.53,-5.02,47.37,11.51,11.5,11.45,2.05,-79.55,0.2,3.7,,57.55
FERG,Industrials,Industrial Distribution,-11.03,-11.94,-8.99,-10.5,16.01,11.95,47.32,198.69,199.99,206.04,1.19,35.89,8.52,10.95,146.057,23.32
ASX,Technology,Semiconductors,-11.03,-11.18,-14.25,7.74,15.0,0.21,47.32,9.96,9.76,10.47,0.65,31.01,0.5,1.87,272.898,19.92
EDTK,Consumer Defensive,Education & Training Services,-11.03,-4.08,3.77,-8.0,-29.66,-30.96,47.32,1.02,1.1,1.04,1.59,,-0.31,,0.129,
APXIU,Financial Services,Shell Companies,-11.04,-10.48,-5.93,-10.81,-10.28,-6.94,47.27,11.55,11.65,11.67,0.0,,,3.7,,
EGP,Real Estate,REIT—Industrial,-11.04,-9.61,-2.68,-13.92,-12.58,-3.47,47.27,178.36,184.26,175.55,0.96,28.61,4.8,7.75,12.916,37.16
CIB,Financial Services,Banks—Regional,-11.05,-12.85,-5.59,-6.42,11.27,14.68,47.22,32.35,32.33,33.45,1.23,27.77,5.93,0.84,21959.986,5.46
DCBO,Technology,Software—Application,-11.05,-12.73,-15.28,-24.31,-0.74,1.43,47.22,44.51,43.27,41.44,0.45,44.06,0.53,9.68,6.433,83.98
CHD,Consumer Defensive,Household & Personal Products,-11.05,-10.81,-2.44,-6.28,-6.76,-6.05,47.22,101.61,102.6,104.1,0.97,49.36,3.24,4.47,24.518,31.36
EXPD,Industrials,Integrated Freight & Logistics,-11.06,-12.36,-7.85,-11.55,-13.87,1.99,47.17,123.02,122.29,121.0,1.31,39.16,4.67,10.75,63.267,26.34
WLK,Basic Materials,Specialty Chemicals,-11.06,-8.03,-11.44,-11.13,9.01,3.55,47.17,144.2,144.94,148.8,0.87,387.41,2.11,9.51,94.533,68.34
JBL,Technology,Electronic Components,-11.07,-12.64,-24.48,-23.72,6.46,13.5,47.15,124.23,111.54,116.01,0.91,-125.38,11.17,-8.56,235.972,11.12
TALK,Healthcare,Health Information Services,-11.08,-9.44,-30.93,-20.34,70.53,56.53,47.13,2.45,2.01,2.48,1.19,404.06,-0.05,10.47,1.027,
WEN,Consumer Cyclical,Restaurants,-11.11,-15.39,-16.01,-27.21,-20.76,-17.57,47.1,18.62,17.39,17.72,1.54,43.16,0.98,7.62,10.65,19.0
ACIC,Financial Services,Insurance - Property & Casualty,-11.11,-5.22,-1.36,-5.8,29.65,70.31,47.1,10.63,11.2,11.14,3.14,42.54,1.51,9.82,5.703,7.04
NETDU,Financial Services,Shell Companies,-11.13,-10.59,-6.64,-12.34,-9.27,-3.25,47.06,10.66,10.65,10.6,0.02,,,3.7,,
CAMT,Technology,Semiconductor Equipment & Materials,-11.13,-14.21,-11.43,57.63,24.94,47.9,47.06,84.16,86.23,94.74,1.01,49.93,1.97,14.98,8.19,42.72
ZURA,Healthcare,Biotechnology,-11.14,-4.63,-21.89,-37.13,-57.77,-48.04,47.02,4.06,3.86,3.87,0.57,-11.73,0.57,3.7,,7.12
ADT,Industrials,Security & Protection Services,-11.14,-6.6,-3.86,-2.85,-11.39,-11.12,47.02,6.88,7.21,7.1,1.29,280.78,,2.55,5.581,
DRH,Real Estate,REIT—Hotel & Motel,-11.15,-8.35,-12.31,-18.07,-2.79,2.93,46.99,8.9,8.65,8.65,1.14,70.88,0.29,15.82,5.229,30.69
HUBS,Technology,Software—Application,-11.16,-14.23,-16.66,-8.46,12.15,6.08,46.95,559.4,511.76,560.92,0.94,-289.69,-0.73,10.16,47.384,
EU,Energy,Uranium,-11.16,-4.68,-27.65,-4.79,23.85,26.6,46.95,4.08,3.68,4.09,1.05,-3867.02,-0.13,-64.15,0.216,
DX,Real Estate,REIT—Mortgage,-11.16,-10.86,-5.08,-16.44,-12.2,-8.63,46.95,12.25,12.47,12.23,1.07,-924.19,0.03,-1252.31,0.827,408.33
TFII,Industrials,Trucking,-11.17,-12.66,-5.74,-4.69,10.82,1.41,46.91,139.27,143.04,144.31,1.28,36.81,5.53,16.71,94.325,25.18
IQV,Healthcare,Diagnostics & Research,-11.18,-10.22,0.1,-18.54,-1.84,-3.71,46.89,229.26,239.54,232.49,1.03,34.87,7.7,4.36,83.155,29.77
GOLF,Consumer Cyclical,Leisure,-11.2,-12.06,-3.03,-12.02,-1.42,5.92,46.86,63.8,65.33,64.84,1.13,33.63,2.96,17.78,36.852,21.55
DBX,Technology,Software—Infrastructure,-11.2,-12.69,-17.82,-27.32,-23.25,6.67,46.86,25.9,24.38,23.45,0.8,4.28,1.72,3.86,7.6,15.06
GAQ,Financial Services,Shell Companies,-11.2,-10.67,-6.61,-11.11,-9.81,-4.98,46.86,11.2,11.21,11.18,0.72,91.18,0.21,3.7,,53.33
ODFL,Industrials,Trucking,-11.21,-14.23,-14.35,-21.16,1.38,-4.12,46.82,199.58,194.95,193.0,0.95,34.57,5.85,3.43,27.434,34.12
SPTN,Consumer Defensive,Food Distribution,-11.24,-11.29,-4.36,-27.81,-26.24,-11.94,46.8,21.38,21.44,20.18,1.04,33.69,1.33,-3.29,280.704,16.08
CDAQ,Financial Services,Shell Companies,-11.25,-10.89,-7.33,-11.71,-10.65,-6.69,46.78,10.87,10.82,10.85,1.73,-17.14,-0.38,3.7,,
WTFCP,Financial Services,Banks—Regional,-11.27,-10.91,-6.33,-12.79,-9.38,-5.89,46.75,25.07,25.11,24.96,1.03,,7.114,4.76,36.069,3.52
OCX,Healthcare,Diagnostics & Research,-11.27,-15.6,-3.43,-17.29,-31.15,-35.88,46.75,3.05,3.08,2.95,2.82,160.04,-4.28,-142.22,0.109,
ASUR,Technology,Software—Application,-11.31,-9.42,-7.02,-25.21,-37.85,-32.32,46.71,8.53,8.71,8.24,0.64,370.45,-0.43,0.92,4.671,
HTLFP,Financial Services,Banks—Regional,-11.31,-10.92,-6.11,-11.8,-8.9,-6.57,46.71,25.17,25.24,25.19,1.52,,4.769,26.72,12.757,5.28
XWEL,Healthcare,Diagnostics & Research,-11.32,-15.0,-17.12,-40.43,-59.84,-69.06,46.68,1.81,1.79,1.77,0.43,190.77,-5.02,16.7,7.862,
NXPI,Technology,Semiconductors,-11.33,-11.94,-10.04,5.24,2.85,-1.8,46.66,238.1,241.12,252.25,0.73,27.91,10.69,-2.08,51.066,22.27
OVBC,Financial Services,Banks—Regional,-11.35,-9.98,-5.56,-28.98,-16.02,-19.38,46.64,23.73,24.12,23.2,1.17,39.73,2.36,4.15,11.719,10.06
FUL,Basic Materials,Specialty Chemicals,-11.38,-12.09,-5.34,-13.45,-6.27,1.36,46.61,78.95,80.78,79.52,1.04,53.91,3.23,7.17,64.776,24.44
SCS,Industrials,Business Equipment & Supplies,-11.38,-10.28,-2.99,-5.01,9.53,29.99,46.61,12.91,13.28,13.06,1.0,132.95,1.06,12.85,27.462,12.18
TKLF,Consumer Cyclical,Specialty Retail,-11.4,-2.51,-5.24,-68.33,-76.59,-34.84,46.57,0.51,0.6,0.4,0.55,,0.2,,5.251,2.55
BRTX,Healthcare,Biotechnology,-11.4,-12.8,-15.09,-12.38,-57.13,-49.59,46.57,1.65,1.64,1.55,0.28,79.95,-0.87,66.21,0.029,
RKDA,Consumer Defensive,Packaged Foods,-11.4,-11.81,-9.94,-16.41,-49.37,-56.46,46.57,2.81,2.81,2.69,0.72,284.4,-6.17,1.71,3.85,
PPYAU,Financial Services,Shell Companies,-11.41,-10.84,-9.21,-8.01,-12.46,-6.92,46.52,11.29,11.32,11.38,0.0,,,3.7,,
FRPH,Real Estate,Real Estate Services,-11.41,-10.23,-11.23,-18.42,-8.62,-5.23,46.52,29.94,29.56,29.67,0.95,53.5,0.4,5.15,1.66,74.85
TAL,Consumer Defensive,Education & Training Services,-11.43,-8.31,-35.32,-11.51,7.92,49.51,46.49,11.22,9.14,10.6,1.22,20.45,0.08,5.39,2.704,140.25
GASS,Industrials,Marine Shipping,-11.44,-4.46,-12.0,2.99,2.47,62.75,46.47,6.64,6.43,6.64,0.95,84.3,1.85,14.42,4.259,3.59
LH,Healthcare,Diagnostics & Research,-11.45,-11.01,-3.31,-16.56,-11.64,0.25,46.44,216.39,223.65,212.45,1.0,117.1,5.39,6.89,147.173,40.15
IPG,Communication Services,Advertising Agencies,-11.45,-12.52,-7.59,-22.21,-17.52,-13.48,46.44,31.39,31.33,30.89,1.5,14.09,2.7,3.07,24.757,11.63
AFRI,Consumer Defensive,Farm Products,-11.46,-11.88,-7.31,-15.07,-17.66,-11.64,46.4,10.96,11.2,10.9,0.46,,-0.47,,11.365,
WLKP,Basic Materials,Chemicals,-11.46,-12.08,-8.35,-11.1,-12.69,-10.66,46.4,22.59,22.53,22.52,1.38,34.82,1.61,-0.8,33.717,14.03
SPKLU,Financial Services,Shell Companies,-11.47,-10.93,-6.6,-11.55,-3.05,-3.73,46.37,10.53,10.51,10.54,0.0,,,3.7,,
BFAC,Financial Services,Shell Companies,-11.49,-10.9,-7.0,-12.89,-10.2,-6.83,46.35,11.1,11.1,11.07,6.0,-109.55,0.43,3.7,,25.81
YUM,Consumer Cyclical,Restaurants,-11.52,-9.1,-6.62,-15.46,-9.73,-9.89,46.33,134.02,135.24,135.47,0.87,26.41,5.45,2.94,25.24,24.59
RUSHB,Consumer Cyclical,Auto & Truck Dealerships,-11.55,-12.23,-11.63,-26.79,-1.49,4.53,46.32,46.28,46.39,44.9,0.52,36.81,3.76,6.23,99.513,12.31
MAYS,Real Estate,Real Estate Services,-11.56,-8.31,-10.5,-12.22,-12.48,-13.06,46.29,44.5,44.25,44.26,1.26,82.95,-0.26,3.42,10.67,
THCPU,Financial Services,Shell Companies,-11.56,-11.06,-7.18,-10.53,-12.95,-7.8,46.29,10.5,10.5,10.52,0.0,,0.029,3.7,,360.34
PNNT,Financial Services,Asset Management,-11.57,-10.55,-7.7,-1.94,-4.35,8.14,46.24,7.01,6.99,7.17,0.95,-142.05,0.66,-124.62,2.167,10.62
SUM,Basic Materials,Building Materials,-11.57,-14.34,-12.21,-16.86,5.93,2.08,46.24,38.59,38.53,39.09,1.21,44.58,2.18,36.1,23.233,17.7
MOB,Technology,Communication Equipment,-11.57,-23.33,-35.59,-33.53,-18.43,4.15,46.24,1.26,1.02,1.03,1.38,,-0.97,,0.661,
HHS,Industrials,Conglomerates,-11.58,-17.25,-7.41,8.51,-8.62,-13.97,46.19,7.45,7.37,7.55,0.63,-247.25,-4.04,1.62,25.852,
GCBC,Financial Services,Banks—Regional,-11.58,-10.4,-1.07,-7.84,-15.04,-4.52,46.19,29.15,30.97,30.81,0.69,30.01,1.45,5.88,3.766,20.1
ACMR,Technology,Semiconductor Equipment & Materials,-11.59,-7.9,-31.24,3.07,68.16,13.79,46.13,21.32,18.9,22.48,1.96,45.18,1.25,20.47,11.343,17.06
GIGM,Communication Services,Electronic Gaming & Multimedia,-11.59,-12.48,-10.99,-20.46,-17.06,-9.97,46.13,1.36,1.34,1.32,1.55,91.29,-0.37,-13.77,0.306,
VERU,Healthcare,Biotechnology,-11.59,-20.96,-9.46,-10.23,-12.83,-68.73,46.13,0.87,0.82,0.96,1.57,50.81,-0.3,15.93,0.117,
WTMA,Financial Services,Shell Companies,-11.59,-11.06,-7.22,-11.66,-10.72,-6.44,46.13,11.01,11.07,11.03,0.0,-1467.03,-0.02,3.7,,
AACG,Consumer Defensive,Education & Training Services,-11.62,-19.06,-49.01,-31.7,-26.36,-27.31,46.06,0.94,0.66,0.8,1.61,-67.05,-0.15,-13.64,7.698,
BL,Technology,Software—Application,-11.62,-13.46,-21.04,-26.48,-4.4,-13.63,46.06,56.04,51.69,52.86,0.75,206.99,0.9,6.52,10.148,62.27
PPYA,Financial Services,Shell Companies,-11.62,-10.93,-7.0,-12.22,-11.21,-6.14,46.06,11.05,11.04,11.09,0.96,-363.99,0.35,3.7,,31.57
KC,Technology,Software—Application,-11.63,6.11,-43.84,-44.62,-42.47,-44.41,46.02,3.23,2.64,2.8,2.28,57.95,-1.06,11.57,29.221,
CDAQU,Financial Services,Shell Companies,-11.63,-11.15,-5.59,-12.07,-11.24,-8.66,46.02,10.81,10.84,10.82,0.0,,-0.589,3.7,,
CZNC,Financial Services,Banks—Regional,-11.65,-13.39,-10.4,-23.94,-20.86,-0.43,45.99,19.31,19.36,18.48,0.91,37.53,1.51,8.21,6.787,12.79
PFTAU,Financial Services,Shell Companies,-11.66,-12.42,-4.11,-9.95,-11.26,-7.72,45.97,10.87,11.08,10.95,0.63,,,3.7,,
ISSC,Industrials,Aerospace & Defense,-11.67,-17.7,-18.06,-34.64,-15.96,-2.63,45.95,7.16,6.78,6.49,2.69,30.18,0.38,8.73,2.569,18.84
COLM,Consumer Cyclical,Apparel Manufacturing,-11.69,-8.46,-4.69,-15.57,-14.84,-13.89,45.93,80.13,81.68,80.47,0.88,-537.05,3.72,-44.75,56.418,21.54
WMK,Consumer Defensive,Grocery Stores,-11.7,-9.49,-3.17,-16.28,-17.13,-16.5,45.89,65.18,67.55,66.1,0.83,43.07,3.47,3.55,175.982,18.78
ASYS,Technology,Semiconductor Equipment & Materials,-11.7,-9.58,-3.39,-13.47,-38.23,-54.89,45.89,5.68,6.13,5.77,1.72,903.79,-1.41,5.78,7.386,
BATRK,Communication Services,Entertainment,-11.7,-10.93,-4.03,-9.29,-8.95,-1.89,45.89,39.42,41.24,40.16,1.17,336.2,-0.98,75.26,10.658,
SGC,Consumer Cyclical,Apparel Manufacturing,-11.71,-10.71,-9.13,24.56,35.71,27.4,45.85,15.16,14.41,17.12,0.44,-298.3,0.68,-1.43,34.486,22.29
ELS,Real Estate,REIT—Residential,-11.73,-9.2,1.54,-17.15,-18.46,-6.64,45.82,67.78,71.51,66.64,1.54,19.26,1.92,3.74,8.15,35.3
ZUO,Technology,Software—Infrastructure,-11.73,-14.36,-10.91,-9.18,-18.84,-15.96,45.82,8.95,8.74,9.23,0.84,92.95,-0.33,7.26,3.064,
BRAC,Financial Services,Shell Companies,-11.75,-11.22,-7.32,-10.73,-10.08,-4.61,45.79,11.32,11.39,11.35,0.0,16.59,-0.22,3.7,,
EFC,Real Estate,REIT—Mortgage,-11.75,-11.45,-3.56,-16.17,-21.96,-13.23,45.79,12.48,12.98,12.35,0.88,136.23,1.21,24.34,3.625,10.31
REX,Basic Materials,Chemicals,-11.76,-11.62,-13.45,-16.13,32.11,21.66,45.76,46.51,45.57,49.32,0.73,-6.13,3.93,-17.47,40.957,11.83
DHIL,Financial Services,Asset Management,-11.78,-10.85,-10.47,-23.95,-20.46,-13.52,45.73,156.07,156.39,152.19,0.81,20.67,14.5,12.26,50.004,10.76
ADTN,Technology,Communication Equipment,-11.78,-12.23,-24.2,-33.32,-43.76,-38.26,45.73,5.91,5.52,5.39,1.0,213.91,-7.15,-1.39,12.081,
HFBL,Financial Services,Banks—Regional,-11.79,-15.7,-9.57,-27.71,-23.13,-16.97,45.7,12.73,12.78,12.06,1.39,6.91,1.17,-1.68,6.733,10.88
SHEL,Energy,Oil & Gas Integrated,-11.8,-11.28,-9.42,-4.61,-1.7,-2.82,45.68,68.49,69.48,70.76,1.09,4.77,5.64,2.3,92.868,12.14
OZK,Financial Services,Banks—Regional,-11.83,-13.9,-14.4,-19.22,-5.3,11.26,45.66,43.66,42.19,43.14,1.31,33.2,6.02,6.09,12.555,7.25
SHYF,Industrials,Farm & Heavy Construction Machinery,-11.84,-11.64,-6.82,-30.4,-34.47,-47.51,45.64,11.98,12.93,12.37,0.71,466.29,-0.06,0.69,23.088,
INTU,Technology,Software—Application,-11.87,-12.0,-6.31,-0.9,3.85,12.32,45.62,616.68,629.56,628.59,1.16,110.85,10.42,-24.17,58.161,59.18
ABG,Consumer Cyclical,Auto & Truck Dealerships,-11.9,-7.89,-7.99,-11.85,-9.77,-13.2,45.6,223.13,231.95,231.1,1.05,-216.69,19.68,10.35,780.652,11.34
DKNG,Consumer Cyclical,Gambling,-11.91,-8.98,-13.42,-12.0,28.58,16.72,45.57,38.44,36.56,39.16,0.92,302.18,-0.87,6.75,9.12,
GNL,Real Estate,REIT—Diversified,-11.91,-9.8,-3.15,-25.63,-33.28,-18.6,45.57,8.22,8.5,7.86,1.25,194.2,-1.7,14.44,3.568,
WAFU,Consumer Defensive,Education & Training Services,-11.92,-8.87,-18.04,-15.52,-19.0,-8.93,45.52,1.94,1.85,1.9,7.28,,-0.01,,1.631,
CNH,Industrials,Farm & Heavy Construction Machinery,-11.92,-13.51,-18.49,-30.85,-12.48,-19.83,45.52,11.25,10.49,10.89,0.67,18.25,1.54,-1.46,17.881,7.31
